I#ID	Name
G4400	TF
G4401	SLCO2A1
G4402	RYK
G4403	CEP63
G4404	KY
G4405	PPP2R3A
G4406	PCCB
G4407	SOX14
G4408	FAIM
G4409	FOXL2
G4410	FOXL2NB
G4411	MRPS22
G4412	RBP1
G4413	ZBTB38
G4414	RASA2
G4415	ATR
G4416	TRPC1
G4417	CHST2
G4418	SLC9A9
G4419	PLOD2
G4420	ZIC4
G4421	ZIC1
G4422	AGTR1
G4423	GYG1
G4424	HPS3
G4425	CP
G4426	PFN2
G4427	CLRN1
G4428	MED12L
G4429	P2RY12
G4430	MBNL1
G4431	P2RY1
G4432	ARHGEF26
G4433	MME
G4434	SLC33A1
G4435	GMPS
G4436	KCNAB1
G4437	PTX3
G4438	SHOX2
G4439	MLF1
G4440	GFM1
G4441	IL12A
G4442	IFT80
G4443	SMC4
G4444	B3GALNT1
G4445	NMD3
G4446	SI
G4447	BCHE
G4448	WDR49
G4449	PDCD10
G4450	SERPINI1
G4451	MECOM
G4452	TERC
G4453	SKIL
G4454	SLC7A14
G4455	SLC2A2
G4456	TNIK
G4457	PLD1
G4458	GHSR
G4459	SPATA16
G4460	NLGN1
G4461	TBL1XR1
G4462	ZMAT3
G4463	PIK3CA
G4464	GNB4
G4465	CCDC39
G4466	DNAJC19
G4467	SOX2
G4468	MCCC1
G4469	KLHL6
G4470	YEATS2
G4471	PARL
G4472	ABCC5
G4473	HTR3D
G4474	HTR3C
G4475	HTR3E
G4476	EIF2B5
G4477	DVL3
G4478	ABCF3
G4479	ALG3
G4480	EIF4G1
G4481	CLCN2
G4482	THPO
G4483	CHRD
G4484	EHHADH
G4485	LIPH
G4486	IGF2BP2
G4487	TRA2B
G4488	CRYGS
G4489	DNAJB11
G4490	AHSG
G4491	HRG
G4492	KNG1
G4493	ADIPOQ
G4494	MASP1
G4495	BCL6
G4496	LPP
G4497	TP63
G4498	P3H2
G4499	CLDN1
G4500	CLDN16
G4501	IL1RAP
G4502	CCDC50
G4503	FGF12
G4504	OPA1
G4505	TNK2
G4506	MUC4
G4507	MUC20
G4508	TFRC
G4509	PCYT1A
G4510	TM4SF19
G4511	RNF168
G4512	CEP19
G4513	PAK2
G4514	DLG1
G4515	RUBCN
G4516	IQCG
G4517	RPL35A
G4518	LMLN
G4519	ZNF595
G4520	ZNF141
G4521	PIGG
G4522	PDE6B
G4523	SLC26A1
G4524	IDUA
G4525	RNF212
G4526	CTBP1
G4527	UVSSA
G4528	TACC3
G4529	FGFR3
G4530	LETM1
G4531	NSD2
G4532	NELFA
G4533	NAT8L
G4534	POLN
G4535	SH3BP2
G4536	ADD1
G4537	GRK4
G4538	HTT
G4539	RGS12
G4540	DOK7
G4541	LRPAP1
G4542	ADRA2C
G4543	MSX1
G4544	STK32B
G4545	EVC2
G4546	EVC
G4547	WFS1
G4548	PPP2R2C
G4549	TRMT44
G4550	HMX1
G4551	SLC2A9
G4552	DRD5
G4553	WDR1
G4554	RAB28
G4555	NKX3-2
G4556	CC2D2A
G4557	FBXL5
G4558	PROM1
G4559	TAPT1
G4560	QDPR
G4561	LCORL
G4562	SLIT2
G4563	KCNIP4
G4564	ADGRA3
G4565	PPARGC1A
G4566	SOD3
G4567	SEPSECS
G4568	PI4K2B
G4569	SLC34A2
G4570	RBPJ
G4571	CCKAR
G4572	DTHD1
G4573	TLR1
G4574	TLR6
G4575	FAM114A1
G4576	WDR19
G4577	RPL9
G4578	LIAS
G4579	PDS5A
G4580	RHOH
G4581	APBB2
G4582	UCHL1
G4583	PHOX2B
G4584	GRXCR1
G4585	GUF1
G4586	GABRG1
G4587	GABRA2
G4588	GABRA4
G4589	GABRB1
G4590	CORIN
G4591	CNGA1
G4592	LRRC66
G4593	SGCB
G4594	SPATA18
G4595	FIP1L1
G4596	CHIC2
G4597	PDGFRA
G4598	KIT
G4599	KDR
G4600	SRD5A3
G4601	TMEM165
G4602	CEP135
G4603	AASDH
G4604	SRP72
G4605	HOPX
G4606	REST
G4607	IGFBP7
G4608	ADGRL3
G4609	TECRL
G4610	STAP1
G4611	GNRHR
G4612	UGT2B17
G4613	UGT2B15
G4614	HTN3
G4615	MUC7
G4616	AMBN
G4617	ENAM
G4618	RUFY3
G4619	DCK
G4620	SLC4A4
G4621	GC
G4622	ADAMTS3
G4623	ALB
G4624	AFP
G4625	CXCL8
G4626	PF4
G4627	RCHY1
G4628	ODAPH
G4629	SCARB2
G4630	SHROOM3
G4631	FRAS1
G4632	BMP2K
G4633	PAQR3
G4634	ANTXR2
G4635	PRDM8
G4636	FGF5
G4637	HNRNPD
G4638	HNRNPDL
G4639	SEC31A
G4640	COQ2
G4641	HPSE
G4642	ABRAXAS1
G4643	WDFY3
G4644	ARHGAP24
G4645	MAPK10
G4646	PTPN13
G4647	NUDT9
G4648	DSPP
G4649	DMP1
G4650	MEPE
G4651	SPP1
G4652	PKD2
G4653	ABCG2
G4654	PPM1K
G4655	PIGY
G4656	NAP1L5
G4657	SNCA
G4658	MMRN1
G4659	GRID2
G4660	SMARCAD1
G4661	HPGDS
G4662	BMPR1B
G4663	TSPAN5
G4664	EIF4E
G4665	ADH1B
G4666	ADH1C
G4667	TRMT10A
G4668	MTTP
G4669	BANK1
G4670	SLC39A8
G4671	NFKB1
G4672	MANBA
G4673	CISD2
G4674	SLC9B1
G4675	CENPE
G4676	TACR3
G4677	TET2
G4678	PPA2
G4679	TBCK
G4680	AIMP1
G4681	CYP2U1
G4682	HADH
G4683	LEF1
G4684	COL25A1
G4685	SEC24B
G4686	CASP6
G4687	CFI
G4688	LRIT3
G4689	EGF
G4690	PITX2
G4691	ZGRF1
G4692	LARP7
G4693	ANK2
G4694	PRSS12
G4695	SEC24D
G4696	MYOZ2
G4697	FABP2
G4698	PRDM5
G4699	ANXA5
G4700	EXOSC9
G4701	CCNA2
G4702	BBS7
G4703	TRPC3
G4704	IL2
G4705	IL21
G4706	BBS12
G4707	FGF2
G4708	NUDT6
G4709	FAT4
G4710	PLK4
G4711	MFSD8
G4712	LARP1B
G4713	SCLT1
G4714	NAA15
G4715	RAB33B
G4716	ELMOD2
G4717	UCP1
G4718	IL15
G4719	FREM3
G4720	GYPE
G4721	GYPB
G4722	GYPA
G4723	HHIP
G4724	ABCE1
G4725	OTUD4
G4726	SMAD1
G4727	MMAA
G4728	EDNRA
G4729	PRMT9
G4730	NR3C2
G4731	LRBA
G4732	MAB21L2
G4733	SH3D19
G4734	FBXW7
G4735	TRIM2
G4736	TLR2
G4737	RNF175
G4738	SFRP2
G4739	DCHS2
G4740	FGB
G4741	FGA
G4742	FGG
G4743	LRAT
G4744	GUCY1A1
G4745	GLRB
G4746	RXFP1
G4747	C4orf46
G4748	ETFDH
G4749	RAPGEF2
G4750	MSMO1
G4751	TLL1
G4752	SPOCK3
G4753	DDX60
G4754	DDX60L
G4755	PALLD
G4756	NEK1
G4757	CLCN3
G4758	HAND2
G4759	HPGD
G4760	VEGFC
G4761	AGA
G4762	TENM3
G4763	WWC2
G4764	CDKN2AIP
G4765	TRAPPC11
G4766	PRIMPOL
G4767	SLC25A4
G4768	UFSP2
G4769	PDLIM3
G4770	SORBS2
G4771	TLR3
G4772	CYP4V2
G4773	KLKB1
G4774	F11
G4775	FAT1
G4776	TRIML1
G4777	FRG1
G4778	PLEKHG4B
G4779	LRRC14B
G4780	CCDC127
G4781	SDHA
G4782	AHRR
G4783	SLC9A3
G4784	SLC6A19
G4785	TERT
G4786	CLPTM1L
G4787	SLC6A3
G4788	LPCAT1
G4789	NDUFS6
G4790	NSUN2
G4791	ADCY2
G4792	MTRR
G4793	FASTKD3
G4794	SEMA5A
G4795	CCT5
G4796	DAP
G4797	CTNND2
G4798	DNAH5
G4799	TRIO
G4800	OTULIN
G4801	ANKH
G4802	RETREG1
G4803	CDH9
G4804	DROSHA
G4805	PDZD2
G4806	ZFR
G4807	NPR3
G4808	SLC45A2
G4809	AMACR
G4810	DNAJC21
G4811	PRLR
G4812	IL7R
G4813	SKP2
G4814	NADK2
G4815	SLC1A3
G4816	NIPBL
G4817	CPLANE1
G4818	NUP155
G4819	GDNF
G4820	LIFR
G4821	OSMR
G4822	FYB1
G4823	C9
G4824	DAB2
G4825	PTGER4
G4826	C7
G4827	C6
G4828	OXCT1
G4829	GHR
G4830	NNT
G4831	FGF10
G4832	HCN1
G4833	ISL1
G4834	ITGA2
G4835	MOCS2
G4836	FST
G4837	NDUFS4
G4838	HSPB3
G4839	GZMA
G4840	MCIDAS
G4841	CCNO
G4842	DHX29
G4843	IL31RA
G4844	MAP3K1
G4845	GPBP1
G4846	PDE4D
G4847	ERCC8
G4848	NDUFAF2
G4849	ZSWIM6
G4850	KIF2A
G4851	HTR1A
G4852	ERBIN
G4853	MAST4
G4854	PIK3R1
G4855	SLC30A5
G4856	MARVELD2
G4857	OCLN
G4858	SMN2
G4859	SMN1
G4860	NAIP
G4861	BDP1
G4862	MCCC2
G4863	CARTPT
G4864	ARHGEF28
G4865	HEXB
G4866	GFM2
G4867	ANKRD31
G4868	HMGCR
G4869	CERT1
G4870	POLK
G4871	IQGAP2
G4872	F2R
G4873	AGGF1
G4874	PDE8B
G4875	AP3B1
G4876	ARSB
G4877	DMGDH
G4878	BHMT2
G4879	BHMT
G4880	THBS4
G4881	SPZ1
G4882	DHFR
G4883	MSH3
G4884	RASGRF2
G4885	SSBP2
G4886	XRCC4
G4887	VCAN
G4888	RASA1
G4889	MEF2C
G4890	ADGRV1
G4891	ARRDC3
G4892	NR2F1
G4893	GLRX
G4894	PCSK1
G4895	CAST
G4896	ERAP1
G4897	ERAP2
G4898	PAM
G4899	PPIP5K2
G4900	FER
G4901	SLC25A46
G4902	WDR36
G4903	EPB41L4A
G4904	APC
G4905	DCP2
G4906	MCC
G4907	YTHDC2
G4908	HSD17B4
G4909	LOX
G4910	SNCAIP
G4911	PRDM6
G4912	CEP120
G4913	ALDH7A1
G4914	LMNB1
G4915	MARCHF3
G4916	MEGF10
G4917	SLC12A2
G4918	FBN2
G4919	HINT1
G4920	LYRM7
G4921	ACSL6
G4922	CSF2
G4923	P4HA2
G4924	PDLIM4
G4925	SLC22A4
G4926	SLC22A5
G4927	IRF1
G4928	IL5
G4929	RAD50
G4930	IL13
G4931	IL4
G4932	GDF9
G4933	UQCRQ
G4934	AFF4
G4935	VDAC1
G4936	TCF7
G4937	PPP2CA
G4938	CDKL3
G4939	UBE2B
G4940	SAR1B
G4941	TXNDC15
G4942	PITX1
G4943	TGFBI
G4944	VTRNA2-1
G4945	SMAD5
G4946	SPOCK1
G4947	KLHL3
G4948	MYOT
G4949	GFRA3
G4950	FAM53C
G4951	REEP2
G4952	EGR1
G4953	HSPA9
G4954	CTNNA1
G4955	SIL1
G4956	MATR3
G4957	STING1
G4958	PURA
G4959	SLC4A9
G4960	SRA1
G4961	CD14
G4962	NDUFA2
G4963	HARS1
G4964	HARS2
G4965	PCDHA2
G4966	PCDHA3
G4967	PCDHA10
G4968	PCDHAC1
G4969	PCDHB1
G4970	PCDHB4
G4971	PCDHGC4
G4972	DIAPH1
G4973	HDAC3
G4974	ARAP3
G4975	SPRY4
G4976	ARHGAP26
G4977	NR3C1
G4978	GRXCR2
G4979	LARS1
G4980	POU4F3
G4981	PPP2R2B
G4982	SPINK1
G4983	SCGB3A2
G4984	SPINK5
G4985	FBXO38
G4986	HTR4
G4987	ADRB2
G4988	SH3TC2
G4989	ABLIM3
G4990	PPARGC1B
G4991	PDE6A
G4992	SLC26A2
G4993	HMGXB3
G4994	CSF1R
G4995	PDGFRB
G4996	CDX1
G4997	CAMK2A
G4998	ARSI
G4999	TCOF1
G5000	CD74
G5001	RPS14
G5002	NDST1
G5003	MYOZ3
G5004	IRGM
G5005	ZNF300
G5006	TNIP1
G5007	GM2A
G5008	SLC36A2
G5009	FAT2
G5010	SPARC
G5011	GLRA1
G5012	GRIA1
G5013	HAND1
G5014	GEMIN5
G5015	SGCD
G5016	HAVCR1
G5017	HAVCR2
G5018	ITK
G5019	ADAM19
G5020	NIPAL4
G5021	CLINT1
G5022	IL12B
G5023	FABP6
G5024	GABRB2
G5025	GABRA1
G5026	GABRG2
G5027	HMMR
G5028	WWC1
G5029	RARS1
G5030	SLIT3
G5031	SPDL1
G5032	DOCK2
G5033	FOXI1
G5034	KCNIP1
G5035	KCNMB1
G5036	GABRP
G5037	NPM1
G5038	FGF18
G5039	FBXW11
G5040	SH3PXD2B
G5041	NKX2-5
G5042	MSX2
G5043	DRD1
G5044	SNCB
G5045	TSPAN17
G5046	HK3
G5047	FGFR4
G5048	NSD1
G5049	SLC34A1
G5050	F12
G5051	GRK6
G5052	DDX41
G5053	TMED9
G5054	B4GALT7
G5055	PROP1
G5056	NHP2
G5057	PHYKPL
G5058	GRM6
G5059	ADAMTS2
G5060	RUFY1
G5061	MAML1
G5062	LTC4S
G5063	SQSTM1
G5064	MAPK9
G5065	FLT4
G5066	MGAT1
G5067	TRIM7
G5068	TRIM41
G5069	IRF4
G5070	EXOC2
G5071	FOXF2
G5072	FOXC1
G5073	MYLK4
G5074	SERPINB6
G5075	NQO2
G5076	RIPK1
G5077	TUBB2A
G5078	TUBB2B
G5079	FAM50B
G5080	LYRM4
G5081	FARS2
G5082	F13A1
G5083	RREB1
G5084	DSP
G5085	TFAP2A
G5086	GCNT2
G5087	MAK
G5088	GCM2
G5089	EDN1
G5090	TBC1D7
G5091	CD83
G5092	DTNBP1
G5093	GMPR
G5094	ATXN1
G5095	KIF13A
G5096	NHLRC1
G5097	TPMT
G5098	DEK
G5099	E2F3
G5100	CDKAL1
G5101	SOX4
G5102	PRL
G5103	DCDC2
G5104	GPLD1
G5105	ALDH5A1
G5106	KIAA0319
G5107	TDP2
G5108	GMNN
G5109	RIPOR2
G5110	SLC17A3
G5111	SLC17A2
G5112	HFE
G5113	ZNF184
G5114	GPX5
G5115	OR2J3
G5116	OR12D2
G5117	OR11A1
G5118	GABBR1
G5119	MOG
G5120	ZFP57
G5121	HLA-F
G5122	HLA-G
G5123	HLA-A
G5124	TRIM40
G5125	ABCF1
G5126	TUBB
G5127	DDR1
G5128	VARS2
G5129	MUC21
G5130	PSORS1C1
G5131	CDSN
G5132	CCHCR1
G5133	HLA-C
G5134	HLA-B
G5135	MICA
G5136	MICB
G5137	NFKBIL1
G5138	LTA
G5139	TNF
G5140	LST1
G5141	NCR3
G5142	MPIG6B
G5143	MSH5
G5144	VARS1
G5145	HSPA1L
G5146	NEU1
G5147	SLC44A4
G5148	C2
G5149	CFB
G5150	C4A
G5151	C4B
G5152	CYP21A2
G5153	TNXB
G5154	ATF6B
G5155	PPT2
G5156	AGER
G5157	NOTCH4
G5158	BTNL2
G5159	HLA-DRB1
G5160	HLA-DQA1
G5161	HLA-DQB1
G5162	HLA-DOB
G5163	TAP2
G5164	PSMB8
G5165	TAP1
G5166	HLA-DMA
G5167	BRD2
G5168	HLA-DOA
G5169	HLA-DPA1
G5170	HLA-DPB1
G5171	COL11A2
G5172	RXRB
G5173	TAPBP
G5174	SYNGAP1
G5175	ITPR3
G5176	UQCC2
G5177	LEMD2
G5178	GRM4
G5179	HMGA1
G5180	RPS10
G5181	SCUBE3
G5182	PPARD
G5183	FANCE
G5184	TULP1
G5185	FKBP5
G5186	ARMC12
G5187	LHFPL5
G5188	SRPK1
G5189	SLC26A8
G5190	PNPLA1
G5191	BNIP5
G5192	ETV7
G5193	CDKN1A
G5194	FGD2
G5195	PIM1
G5196	MDGA1
G5197	BTBD9
G5198	GLO1
G5199	DNAH8
G5200	KCNK17
G5201	KIF6
G5202	MOCS1
G5203	TREM2
G5204	TREM1
G5205	MED20
G5206	CCND3
G5207	GUCA1A
G5208	GUCA1B
G5209	PRPH2
G5210	BICRAL
G5211	PTCRA
G5212	GNMT
G5213	PEX6
G5214	PPP2R5D
G5215	CUL7
G5216	TTBK1
G5217	POLR1C
G5218	XPO5
G5219	POLH
G5220	RSPH9
G5221	VEGFA
G5222	SLC29A1
G5223	AARS2
G5224	RUNX2
G5225	CLIC5
G5226	ENPP5
G5227	RCAN2
G5228	CYP39A1
G5229	TDRD6
G5230	PLA2G7
G5231	CD2AP
G5232	ADGRF4
G5233	MMUT
G5234	RHAG
G5235	TFAP2B
G5236	PKHD1
G5237	IL17A
G5238	IL17F
G5239	EFHC1
G5240	GSTA2
G5241	CILK1
G5242	ELOVL5
G5243	GCLC
G5244	HCRTR2
G5245	DST
G5246	RAB23
G5247	PRIM2
G5248	PHF3
G5249	EYS
G5250	LMBRD1
G5251	COL9A1
G5252	FAM135A
G5253	RIMS1
G5254	KCNQ5
G5255	KHDC3L
G5256	MTO1
G5257	SLC17A5
G5258	CD109
G5259	COL12A1
G5260	FILIP1
G5261	MYO6
G5262	IMPG1
G5263	PHIP
G5264	HMGN3
G5265	LCA5
G5266	ELOVL4
G5267	BCKDHB
G5268	TENT5A
G5269	IBTK
G5270	TPBG
G5271	PGM3
G5272	RIPPLY2
G5273	MRAP2
G5274	TBX18
G5275	NT5E
G5276	SNX14
G5277	SYNCRIP
G5278	ZNF292
G5279	SLC35A1
G5280	RARS2
G5281	GABRR2
G5282	MDN1
G5283	MAP3K7
G5284	EPHA7
G5285	NDUFAF4
G5286	FBXL4
G5287	FAXC
G5288	SIM1
G5289	GRIK2
G5290	HACE1
G5291	LIN28B
G5292	BVES
G5293	PREP
G5294	PRDM1
G5295	RTN4IP1
G5296	CD24
G5297	PDSS2
G5298	SOBP
G5299	SEC63
G5300	OSTM1
G5301	NR2E1
G5302	SNX3
G5303	SESN1
G5304	CD164
G5305	MICAL1
G5306	ZBTB24
G5307	FIG4
G5308	REV3L
G5309	TRAF3IP2
G5310	CCN6
G5311	LAMA4
G5312	NT5DC1
G5313	COL10A1
G5314	DSE
G5315	TSPYL1
G5316	RSPH4A
G5317	RFX6
G5318	ROS1
G5319	NUS1
G5320	CEP85L
G5321	PLN
G5322	MCM9
G5323	TBC1D32
G5324	GJA1
G5325	HSF2
G5326	FABP7
G5327	TRDN
G5328	NKAIN2
G5329	TPD52L1
G5330	THEMIS
G5331	LAMA2
G5332	L3MBTL3
G5333	AKAP7
G5334	ARG1
G5335	MED23
G5336	ENPP3
G5337	ENPP1
G5338	CCN2
G5339	STX7
G5340	TAAR6
G5341	VNN1
G5342	VNN2
G5343	EYA4
G5344	TCF21
G5345	TBPL1
G5346	ALDH8A1
G5347	HBS1L
G5348	MYB
G5349	AHI1
G5350	PDE7B
G5351	MAP3K5
G5352	PEX7
G5353	IFNGR1
G5354	TNFAIP3
G5355	PBOV1
G5356	HEBP2
G5357	REPS1
G5358	CITED2
G5359	ADGRG6
G5360	HIVEP2
G5361	PEX3
G5362	FUCA2
G5363	PLAGL1
G5364	HYMAI
G5365	STX11
G5366	UTRN
G5367	EPM2A
G5368	GRM1
G5369	SASH1
G5370	TAB2
G5371	SUMO4
G5372	PCMT1
G5373	RAET1E
G5374	IYD
G5375	PLEKHG1
G5376	MTHFD1L
G5377	AKAP12
G5378	RMND1
G5379	CCDC170
G5380	ESR1
G5381	SYNE1
G5382	OPRM1
G5383	TFB1M
G5384	NOX3
G5385	ARID1B
G5386	SYNJ2
G5387	SERAC1
G5388	GTF2H5
G5389	SYTL3
G5390	EZR
G5391	RSPH3
G5392	TAGAP
G5393	SOD2
G5394	ACAT2
G5395	IGF2R
G5396	LPA
G5397	PLG
G5398	PRKN
G5399	PACRG
G5400	QKI
G5401	PDE10A
G5402	TBXT
G5403	MPC1
G5404	RNASET2
G5405	AFDN
G5406	SMOC2
G5407	THBS2
G5408	WDR27
G5409	ERMARD
G5410	DLL1
G5411	TBP
G5412	FAM20C
G5413	PDGFA
G5414	PRKAR1B
G5415	DNAAF5
G5416	CYP2W1
G5417	MAD1L1
G5418	CHST12
G5419	LFNG
G5420	BRAT1
G5421	CARD11
G5422	SDK1
G5423	AP5Z1
G5424	RBAK
G5425	TNRC18
G5426	ACTB
G5427	FSCN1
G5428	RNF216
G5429	PMS2
G5430	AIMP2
G5431	CYTH3
G5432	RAC1
G5433	C1GALT1
G5434	GLCCI1
G5435	NDUFA4
G5436	THSD7A
G5437	ETV1
G5438	DGKB
G5439	MEOX2
G5440	CRPPA
G5441	HDAC9
G5442	TWIST1
G5443	SP8
G5444	SP4
G5445	DNAH11
G5446	IL6
G5447	KLHL7
G5448	NPY
G5449	GSDME
G5450	CYCS
G5451	HNRNPA2B1
G5452	SNX10
G5453	HOXA1
G5454	HOTAIRM1
G5455	HOXA2
G5456	HOXA9
G5457	HOXA11
G5458	HOXA13
G5459	TAX1BP1
G5460	JAZF1
G5461	CHN2
G5462	SCRN1
G5463	FKBP14
G5464	NOD1
G5465	GARS1
G5466	CRHR2
G5467	INMT
G5468	AQP1
G5469	GHRHR
G5470	ADCYAP1R1
G5471	ITPRID1
G5472	PPP1R17
G5473	PDE1C
G5474	NT5C3A
G5475	RP9
G5476	BBS9
G5477	BMPER
G5478	NPSR1-AS1
G5479	NPSR1
G5480	TBX20
G5481	ANLN
G5482	NME8
G5483	SFRP4
G5484	STARD3NL
G5485	POU6F2
G5486	CDK13
G5487	MPLKIP
G5488	SUGCT
G5489	GLI3
G5490	BLVRA
G5491	PGAM2
G5492	AEBP1
G5493	GCK
G5494	CAMK2B
G5495	NPC1L1
G5496	OGDH
G5497	PPIA
G5498	CCM2
G5499	ADCY1
G5500	IGFBP3
G5501	PKD1L1
G5502	UPP1
G5503	ABCA13
G5504	IKZF1
G5505	FIGNL1
G5506	DDC
G5507	GRB10
G5508	COBL
G5509	EGFR
G5510	PSPH
G5511	CHCHD2
G5512	VKORC1L1
G5513	GUSB
G5514	ASL
G5515	KCTD7
G5516	SBDS
G5517	TYW1
G5518	AUTS2
G5519	FKBP6
G5520	FZD9
G5521	BAZ1B
G5522	BCL7B
G5523	TBL2
G5524	MLXIPL
G5525	STX1A
G5526	CLDN3
G5527	CLDN4
G5528	METTL27
G5529	ELN
G5530	LIMK1
G5531	EIF4H
G5532	LAT2
G5533	RFC2
G5534	CLIP2
G5535	GTF2IRD1
G5536	GTF2I
G5537	NCF1
G5538	GTF2IRD2
G5539	HIP1
G5540	CCL26
G5541	RHBDD2
G5542	POR
G5543	MDH2
G5544	HSPB1
G5545	ZP3
G5546	PTPN12
G5547	MAGI2
G5548	CD36
G5549	SEMA3C
G5550	HGF
G5551	CACNA2D1
G5552	PCLO
G5553	SEMA3E
G5554	SEMA3A
G5555	SEMA3D
G5556	DMTF1
G5557	ABCB4
G5558	ABCB1
G5559	SRI
G5560	STEAP4
G5561	AKAP9
G5562	CYP51A1
G5563	KRIT1
G5564	GATAD1
G5565	PEX1
G5566	CDK6
G5567	SAMD9
G5568	SAMD9L
G5569	HEPACAM2
G5570	CALCR
G5571	GNGT1
G5572	TFPI2
G5573	COL1A2
G5574	SGCE
G5575	PEG10
G5576	PPP1R9A
G5577	PON1
G5578	PON3
G5579	PON2
G5580	PDK4
G5581	SLC25A13
G5582	SEM1
G5583	DLX5
G5584	ASNS
G5585	LMTK2
G5586	BAIAP2L1
G5587	NPTX2
G5588	TRRAP
G5589	KPNA7
G5590	ARPC1B
G5591	PDAP1
G5592	PTCD1
G5593	ZNF655
G5594	CYP3A5
G5595	CYP3A7
G5596	CYP3A4
G5597	CYP3A43
G5598	GJC3
G5599	ZKSCAN1
G5600	COPS6
G5601	AP4M1
G5602	TAF6
G5603	STAG3
G5604	PILRA
G5605	TFR2
G5606	GIGYF1
G5607	EPO
G5608	ZAN
G5609	EPHB4
G5610	ACHE
G5611	MUC12
G5612	MUC17
G5613	SERPINE1
G5614	AP1S1
G5615	PLOD3
G5616	COL26A1
G5617	CUX1
G5618	SH2B2
G5619	ARMC10
G5620	SLC26A5
G5621	RELN
G5622	ORC5
G5623	KMT2E
G5624	RINT1
G5625	CCDC71L
G5626	PIK3CG
G5627	COG5
G5628	SLC26A4
G5629	SLC26A3
G5630	DLD
G5631	LAMB1
G5632	NRCAM
G5633	PNPLA8
G5634	IMMP2L
G5635	DOCK4
G5636	ZNF277
G5637	IFRD1
G5638	PPP1R3A
G5639	FOXP2
G5640	MDFIC
G5641	TFEC
G5642	CAV2
G5643	CAV1
G5644	MET
G5645	ST7
G5646	CFTR
G5647	CTTNBP2
G5648	KCND2
G5649	TSPAN12
G5650	ING3
G5651	WNT16
G5652	PTPRZ1
G5653	AASS
G5654	FEZF1
G5655	CADPS2
G5656	TAS2R16
G5657	SLC13A1
G5658	ASB15
G5659	POT1
G5660	GRM8
G5661	PAX4
G5662	SND1
G5663	LEP
G5664	RBM28
G5665	IMPDH1
G5666	CALU
G5667	OPN1SW
G5668	FLNC
G5669	IRF5
G5670	TNPO3
G5671	SMO
G5672	AHCYL2
G5673	MIR182
G5674	MIR96
G5675	MIR183
G5676	CPA4
G5677	CPA1
G5678	CEP41
G5679	MESTIT1
G5680	MEST
G5681	KLF14
G5682	PODXL
G5683	EXOC4
G5684	BPGM
G5685	CALD1
G5686	NUP205
G5687	CHRM2
G5688	AKR1D1
G5689	TRIM24
G5690	SVOPL
G5691	ATP6V0A4
G5692	KIAA1549
G5693	ZC3HAV1
G5694	LUC7L2
G5695	TBXAS1
G5696	BRAF
G5697	AGK
G5698	MGAM
G5699	TAS2R38
G5700	PRSS1
G5701	PRSS2
G5702	TRPV6
G5703	TRPV5
G5704	KEL
G5705	CASP2
G5706	CLCN1
G5707	CTAGE6
G5708	NOBOX
G5709	TPK1
G5710	CNTNAP2
G5711	CUL1
G5712	EZH2
G5713	KRBA1
G5714	ZNF862
G5715	KCNH2
G5716	NOS3
G5717	ATG9B
G5718	CDK5
G5719	SLC4A2
G5720	AGAP3
G5721	ASB10
G5722	SMARCD3
G5723	NUB1
G5724	PRKAG2
G5725	KMT2C
G5726	XRCC2
G5727	DPP6
G5728	PAXIP1
G5729	HTR5A
G5730	EN2
G5731	SHH
G5732	LMBR1
G5733	MNX1
G5734	DNAJB6
G5735	PTPRN2
G5736	NCAPG2
G5737	DLGAP2
G5738	CLN8
G5739	ARHGEF10
G5740	MCPH1
G5741	ANGPT2
G5742	DEFB104A
G5743	CTSB
G5744	NEIL2
G5745	GATA4
G5746	BLK
G5747	SOX7
G5748	RP1L1
G5749	PRSS55
G5750	PPP1R3B
G5751	MFHAS1
G5752	SPAG11B
G5753	DEFB4A
G5754	DLC1
G5755	SGCZ
G5756	TUSC3
G5757	MSR1
G5758	FGF20
G5759	VPS37A
G5760	SLC7A2
G5761	PDGFRL
G5762	MTUS1
G5763	PCM1
G5764	ASAH1
G5765	NAT1
G5766	NAT2
G5767	LPL
G5768	ATP6V1B2
G5769	LZTS1
G5770	GFRA2
G5771	FGF17
G5772	NUDT18
G5773	HR
G5774	SFTPC
G5775	BMP1
G5776	SLC39A14
G5777	SORBS3
G5778	PDLIM2
G5779	RHOBTB2
G5780	TNFRSF10B
G5781	TNFRSF10C
G5782	TNFRSF10D
G5783	TNFRSF10A
G5784	ENTPD4
G5785	NKX2-6
G5786	STC1
G5787	ADAM28
G5788	NEFM
G5789	NEFL
G5790	DOCK5
G5791	GNRH1
G5792	EBF2
G5793	DPYSL2
G5794	ADRA1A
G5795	PTK2B
G5796	CHRNA2
G5797	EPHX2
G5798	CLU
G5799	ESCO2
G5800	FZD3
G5801	INTS9
G5802	RBPMS
G5803	GTF2E2
G5804	GSR
G5805	UBXN8
G5806	TEX15
G5807	WRN
G5808	NRG1
G5809	TTI2
G5810	ERLIN2
G5811	PLPBP
G5812	BRF2
G5813	ADRB3
G5814	STAR
G5815	DDHD2
G5816	NSD3
G5817	FGFR1
G5818	ADAM9
G5819	IDO1
G5820	ANK1
G5821	KAT6A
G5822	PLAT
G5823	IKBKB
G5824	SLC20A2
G5825	THAP1
G5826	RNF170
G5827	POMK
G5828	HGSNAT
G5829	PRKDC
G5830	MCM4
G5831	SNAI2
